X,Y
3.628969192213261863e+00,3.975202307564445370e+00
4.031069941846598503e+00,4.197880208866330953e+00
3.231296511913074099e+00,3.899186120746516604e+00
5.763915232240776731e+00,4.634364037806984804e+00
5.397308611954422908e+00,5.711139133513428945e+00
6.172501668391913832e+00,5.950708531992420447e+00
3.824934920906032154e+00,3.854244631849201852e+00
2.557022707240957260e+00,4.004188307909180011e+00
5.928749665650025591e+00,4.569439092544025804e+00
5.281998678146160309e+00,4.801211338014136132e+00
3.865652244123314318e+00,5.480060218268779870e+00
6.167000599024534679e+00,5.778272652169722967e+00
4.144689914218277593e+00,5.279663087300183300e+00
4.350559525053629528e+00,4.764857166247638887e+00
3.588828384097232593e+00,4.082343701345521048e+00
5.176609069522540629e+00,5.233894219678558279e+00
5.339009416683520470e+00,5.885674254218055346e+00
5.673569088311183783e+00,2.693972317250049375e+00
3.973312511546479797e+00,3.916791788463889645e+00
4.269671886049370535e+00,4.932045897774004040e+00
7.585582442923623603e+00,6.389653131460105939e+00
5.684169453925206561e+00,4.892778682957762193e+00
5.020014368071151978e+00,4.505104445599900309e+00
6.175682468170169415e+00,6.787979780668719876e+00
3.765083751461926198e+00,4.329436277848044412e+00
5.747732159372562322e+00,5.486872680818387416e+00
4.223447837324143528e+00,4.826646887554735699e+00
4.275245679562550194e+00,3.980819672172607238e+00
6.569992009175907199e+00,5.891045234555866372e+00
4.165654990549208847e+00,4.909629394335134123e+00
3.014459778000482260e+00,3.131641198194965447e+00
4.876807022638758760e+00,4.699508199993191582e+00
4.960484482821766683e+00,5.742259673197382064e+00
4.797519149637479607e+00,4.590239663916042545e+00
5.996580277163033657e+00,5.873510448652893956e+00
4.711013639047714641e+00,5.966187370757285890e+00
4.690920101852258384e+00,3.668609409574863811e+00
4.275190949112283256e+00,3.703214135824516529e+00
4.283327608528439967e+00,5.486071482498345198e+00
5.807262520593414301e+00,5.967661683535972372e+00
6.949670157524391101e+00,5.008370476501962543e+00
4.131467543598506431e+00,4.159694910897625775e+00
6.505467111394464652e+00,4.918915350546615883e+00
4.676596018377359165e+00,6.018775302632383806e+00
4.837832249019344388e+00,4.465070832582476612e+00
5.529083326522227892e+00,5.634895409317983273e+00
5.667602520633076679e+00,7.012409031261307213e+00
3.967050084561675405e+00,5.161400687024921830e+00
5.060595848276127739e+00,5.915424604588794821e+00
5.170791391338846132e+00,3.637722673048663591e+00
4.713440664677643888e+00,5.028551832899310625e+00
5.677978869368551784e+00,5.317807734939099085e+00
4.641211393451916578e+00,4.603293511438883101e+00
5.574383341570078976e+00,6.165836428200401009e+00
4.678115046543680045e+00,4.927293704430015353e+00
4.692555738889601535e+00,5.141577469583424431e+00
5.679064153865117426e+00,4.816305854468106773e+00
5.089651587454436132e+00,6.195226723612501374e+00
6.477125254355123651e+00,7.017665967456386156e+00
7.053492653613228747e+00,5.444642290775111526e+00
6.000480757566843515e+00,5.742947132765377383e+00
5.216562738704405788e+00,3.518161247542492376e+00
2.968346199579531941e+00,4.132069899747901509e+00
5.259935003413406029e+00,4.969689194800942289e+00
5.531763000083428139e+00,6.119803593892289229e+00
4.234384026307671967e+00,5.646448330731316467e+00
5.320308191538538622e+00,5.868252118379205129e+00
5.455016328513292656e+00,4.608000075468438261e+00
3.212753678134869340e+00,3.492359070314880576e+00
4.997127699111624466e+00,3.928559990643740729e+00
5.583738134821768284e+00,5.667877690213519060e+00
5.205141877633525205e+00,5.807164148387238711e+00
5.011536163898674623e+00,4.229192969587336925e+00
4.830900080411415054e+00,4.834924992399352917e+00
5.716499502063874694e+00,4.567687237656014254e+00
5.618346225326475540e+00,5.828796953705862371e+00
4.606962462211906306e+00,3.636764639235664287e+00
3.854566159478917786e+00,4.037213538047967454e+00
5.938001059863649900e+00,6.261390989585315481e+00
4.100699125465259165e+00,4.365093817095971218e+00
2.837242991730241748e+00,3.145910664918035948e+00
4.221505525815427262e+00,4.232528222591225742e+00
5.349016914254300481e+00,2.953444900862502109e+00
5.924775325466331566e+00,5.560497239216653398e+00
4.469420894610628636e+00,4.657752109192297318e+00
3.881696251836353362e+00,4.238635318841996735e+00
4.892979596347055704e+00,4.747915059021977413e+00
4.443298511193553679e+00,5.272810995590795358e+00
3.906148203657267004e+00,4.785633894214929462e+00
5.555336573287589452e+00,4.860279927880253759e+00
5.233506242858962487e+00,5.582982651526329221e+00
3.484767413072411557e+00,3.724106679503651485e+00
5.409277756408885196e+00,3.750673049835590689e+00
3.230890659056747438e+00,2.127368527795521214e+00
3.703777753116485272e+00,3.147730411475182510e+00
3.762987396226366688e+00,4.578208077654785768e+00
5.027500451613726717e+00,4.861095080099991250e+00
5.841475813593689281e+00,5.787881311870591183e+00
3.860326802347485042e+00,4.232449347753060920e+00
5.186073872226877768e+00,6.344125443924441221e+00
5.937474930138593621e+00,6.147314072010336083e+00
6.163134387579566997e+00,5.380446640588234963e+00
4.296346246581661532e+00,3.833505360985392407e+00
6.581453292861754178e+00,6.042734761084427753e+00
4.709445861384447873e+00,3.980046638913196766e+00
3.443825881601376260e+00,4.452108848306600919e+00
4.349668845892288971e+00,5.523401259315092737e+00
4.378454778901961220e+00,2.394818281252991898e+00
3.693636869108818388e+00,4.302919135391182870e+00
4.947827674391898967e+00,5.611973281320226548e+00
4.944483642078308705e+00,4.368366781203763871e+00
3.641041632678671647e+00,3.781288499483745902e+00
4.093760197080825058e+00,3.848014809532445568e+00
6.294060517012815659e+00,6.538858605558800718e+00
5.834001085819967791e+00,4.573173280165827137e+00
6.157061747506819671e+00,6.773512669911692541e+00
3.201746106798637026e+00,4.599084083415973190e+00
4.535296592061518695e+00,4.539398630620256725e+00
4.813570261888068913e+00,4.858344947305018202e+00
4.558352735131419031e+00,4.065211993690473591e+00
6.202198895129047429e+00,5.982938631126048179e+00
4.956797469710866544e+00,4.701517015666581756e+00
3.877166751323978922e+00,6.078133188965766820e+00
4.927526456397064436e+00,3.540703921785922859e+00
5.522216147620262916e+00,3.345607512967260888e+00
4.225357356273773846e+00,4.702591659384972367e+00
5.462252580085440457e+00,4.492546907280640767e+00
5.645667187999446668e+00,6.058199903661023455e+00
5.113462714909800866e+00,5.950544490282603682e+00
5.721663004165031374e+00,5.358476802737861533e+00
4.359242033631487878e+00,4.325315033954407085e+00
5.009321015392077747e+00,5.278893438810953853e+00
4.716933480694684100e+00,4.633018236513478882e+00
4.862109202380415773e+00,4.746228471789474490e+00
4.499636637747263634e+00,4.787447072041992158e+00
4.161154411569970790e+00,4.965421769261710416e+00
6.571381673733189821e+00,5.213684113694372790e+00
5.316443784064407652e+00,5.145150986479365862e+00
5.209490133630536590e+00,3.989634599830118145e+00
4.615501834926750924e+00,5.050952223437998434e+00
6.198434518353884037e+00,6.633371792947250434e+00
3.727119514432377656e+00,3.851786289510758188e+00
6.060466231144113536e+00,5.483572889656664451e+00
5.325795847880185896e+00,4.804019399694195336e+00
7.043737471776213788e+00,8.506448464444718027e+00
5.493859381776120543e+00,5.314839680909748232e+00
4.081522673925321421e+00,4.316767438920894762e+00
5.469637932599021646e+00,5.376656391008933333e+00
4.260906451214746760e+00,4.811751152323301639e+00
4.768514149852764561e+00,5.563211777577860673e+00
4.563948695866097083e+00,4.076224278918923360e+00
5.707316842935203915e+00,6.034892208507103284e+00
4.728492106069269063e+00,4.268566558173465531e+00
5.109293376910327034e+00,5.645561928657902406e+00
4.184626466065190620e+00,5.543415605048485517e+00
3.361635614479927092e+00,5.745760237513812818e+00
4.989779702876004919e+00,4.093635866406404311e+00
5.219046502706542690e+00,5.123570670859183274e+00
6.116954757798342079e+00,6.793662953292654905e+00
4.958928756279769701e+00,4.935887567906521944e+00
6.032249432822036184e+00,4.926126196539160063e+00
5.625755522991646274e+00,4.750333146187718292e+00
5.443786418960010032e+00,4.537539598236165261e+00
6.178724090370687705e+00,6.273432401626019228e+00
4.560546205181279511e+00,5.103781290826438166e+00
4.218384281373911193e+00,5.684039286460148332e+00
4.996012879026118014e+00,6.105518107484877888e+00
6.200815684668301131e+00,5.518474211139507091e+00
5.478175161249147607e+00,5.230699888181525203e+00
4.001561302854072188e+00,3.352122931946955653e+00
5.721561648035837777e+00,6.476437718762378282e+00
5.799476554672643225e+00,4.241934082641648729e+00
4.228868487283204303e+00,5.171232984740014693e+00
4.553728325353779915e+00,6.113937106321013282e+00
4.007694490018010036e+00,3.316006835893444915e+00
5.300200977734025543e+00,3.202409104460279821e+00
5.231435294341502562e+00,4.473605641990583415e+00
4.599114115912077416e+00,3.724589071219678971e+00
4.511308925385429269e+00,3.708419296947409016e+00
5.748629548483259022e+00,4.993213714672841697e+00
5.495601176383972941e+00,4.122486991728883332e+00
4.776641756809290484e+00,4.103139942789624683e+00
3.181730217202697997e+00,2.935243096605553603e+00
5.420906384314443827e+00,5.901695127407635688e+00
5.423764624827467351e+00,6.016953856116916910e+00
5.144806166191973951e+00,5.632502104369058848e+00
4.678337781041790322e+00,5.224122246329207186e+00
5.921110007393870056e+00,5.262092699058618983e+00
3.062496396134124943e+00,4.444643021124189630e+00
4.488556712460180620e+00,3.915669490682663678e+00
4.060191107519223408e+00,3.731359067519196770e+00
4.597516533906803815e+00,5.655953176412735317e+00
5.115639051727017161e+00,5.076757918630702804e+00
5.612057839123771430e+00,4.946292107939447291e+00
5.787100189234569925e+00,5.433337458532713882e+00
5.020527079096537726e+00,4.716326908918188288e+00
6.095484184360662638e+00,5.946351477754991066e+00
5.159862403823550991e+00,5.230016777597025879e+00
4.461463666906317016e+00,4.755532924768199443e+00
6.130880301485284178e+00,5.302409084588445509e+00
5.802334195323048505e+00,5.050713754400609545e+00
6.609943494143652565e+00,6.141212780858636755e+00
6.871133380346093666e+00,5.607636516841362884e+00
6.600644809178732864e+00,5.547528835715181295e+00
6.435985030857028555e+00,5.525038975049998413e+00
4.818047092287577549e+00,5.632701611679440390e+00
5.637067779953187419e+00,6.696596106037631557e+00
4.278989886724902547e+00,4.812478908174206538e+00
5.123526538397656260e+00,5.315648831491849968e+00
4.198769942818157297e+00,4.826220911441548189e+00
4.925814652074084421e+00,5.662993633194707499e+00
3.472975747701704030e+00,4.443535274370570498e+00
4.692917005532963870e+00,4.087929287611355100e+00
4.922403578890906850e+00,5.069437518774822848e+00
5.291291209814745322e+00,5.509850041756515715e+00
4.878853676925970717e+00,4.828856498754360516e+00
5.147486561422064177e+00,5.112158499114617172e+00
5.154175222186291982e+00,4.787599231941676692e+00
5.392802692028864975e+00,5.341953041931293278e+00
6.901878770282330322e+00,5.044520604492411131e+00
5.777118342704945064e+00,4.597913840388808460e+00
3.213880478332573620e+00,3.937309674948253235e+00
3.552708116803570793e+00,4.285433887030155375e+00
5.027566362750948592e+00,5.528461329684520642e+00
5.238654664596108290e+00,3.860778835357551841e+00
4.768574479740322225e+00,3.872266812685266402e+00
5.649876880690396064e+00,6.391064286198565370e+00
5.976604745203654367e+00,5.015599402153569919e+00
4.854315339499534865e+00,3.088150338977348142e+00
5.105075108800151362e+00,6.229317024405106373e+00
2.654030092055951418e+00,2.718475592124010909e+00
4.707402483355613398e+00,3.710396273267853040e+00
3.498048403371193160e+00,2.907861872683970450e+00
7.383956377981445662e+00,7.493500804299902285e+00
5.268462547734151791e+00,4.484426987099010553e+00
4.120441185636656733e+00,5.433363932615088210e+00
5.918221814687735005e+00,6.418358665633041582e+00
5.109687342389804598e+00,6.595666756428713917e+00
9.249327374005792635e+00,1.023779743364279682e+01
9.566524644715181935e+00,1.004419381316550641e+01
9.426142781979111263e+00,1.054942867903428194e+01
1.019810562057835668e+01,1.246447185325274809e+01
1.013950531483091844e+01,1.073312485058198718e+01
9.419834915444306844e+00,1.007350570346830843e+01
1.007014877648296292e+01,1.090675725420383912e+01
9.344939811667490659e+00,1.081171194530977964e+01
1.104889335743996170e+01,1.078125379274008466e+01
9.886634758477084617e+00,1.149590272824431381e+01
1.127630157902988373e+01,1.014655176622098942e+01
1.150222076218345713e+01,8.975428182080502637e+00
1.005544455848874996e+01,1.010636822766100451e+01
1.082128809547546666e+01,1.010954753918792015e+01
9.631442074540201403e+00,1.056375072157698902e+01
8.732141860524524901e+00,1.230991055376730969e+01
9.835497345007143011e+00,1.015301415872471757e+01
1.140046652707354191e+01,7.958701180405761022e+00
1.001144400564055026e+01,9.177644183732708072e+00
1.100467758288039377e+01,1.081610307082681999e+01
9.437468637829704576e+00,1.032786390055325931e+01
1.141601166078089946e+01,9.535734303334086448e+00
1.113451942176385856e+01,1.073546840266932989e+01
1.058022442604375613e+01,1.085341210019257652e+01
9.628511707981445511e+00,1.044714721193240337e+01
1.020354631202107321e+01,1.042203563002700228e+01
9.239591686501002599e+00,9.192960307277822096e+00
1.127357202358221855e+01,8.008915760416236651e+00
1.081303922510777049e+01,9.396331864254660715e+00
1.035961363977646954e+01,1.013337156500367975e+01
1.047385730864013986e+01,1.008801515632782930e+01
1.025916847111428076e+01,1.084470443212870450e+01
9.829175422772678417e+00,8.269810841356257214e+00
1.090192235584909675e+01,9.826571108775720376e+00
1.033070867051153208e+01,9.190256763895886749e+00
1.062931494383734332e+01,8.396485463904518554e+00
9.294729802584926759e+00,8.958534354919335030e+00
1.013971155791144696e+01,9.878211632982457857e+00
1.023407367480202979e+01,9.890572486658742335e+00
1.121561208285966416e+01,1.006596175777503355e+01
8.918349505060485072e+00,1.029054854184142087e+01
9.734223217736426292e+00,9.601539453984374362e+00
8.838794539200677036e+00,1.104165247789825521e+01
1.146317053498815497e+01,9.383014560282889605e+00
9.368857941056790040e+00,1.042753898008271207e+01
1.024466083542109907e+01,9.336765141468017504e+00
9.524196867128576827e+00,9.416954840893765777e+00
8.399599857859083585e+00,1.152637691817310994e+01
7.864468329646182809e+00,1.168344238343700248e+01
1.003403468323391934e+01,9.671280959093939700e+00
9.714582004314230801e+00,1.128467248858363980e+01
1.029576891095496727e+01,1.084203055599677867e+01
9.496939388019255190e+00,1.150282113086667657e+01
9.788766880758618782e+00,9.067456716433058617e+00
1.067914955036304114e+01,7.862061028533766205e+00
9.629044874341678550e+00,9.082019314489199857e+00
1.084045916256719977e+01,1.065277416674053335e+01
9.189358309412801518e+00,8.918996293915549600e+00
9.159622140308476546e+00,1.061517902200735008e+01
1.029700166998481414e+01,9.431980429786388953e+00
1.115707458213543646e+01,8.861473553650260016e+00
8.834134926631845630e+00,1.014106238352639977e+01
9.811028277727730895e+00,1.079818213002023342e+01
1.099677339457795355e+01,1.001242264508103119e+01
1.122334526683593303e+01,9.216387407367617968e+00
1.008307111860948169e+01,9.834448320143389211e+00
9.770373923214483725e+00,1.044341079651077031e+01
1.105115982856655421e+01,7.651978045663030414e+00
1.081780034124465217e+01,8.946152306904613383e+00
9.853868590742520084e+00,1.120494843096867044e+01
9.505825036550016094e+00,1.066931446303006759e+01
1.143094855223600881e+01,9.750403279552383395e+00
9.289247645635864359e+00,9.472734826949093190e+00
1.114591895279249378e+01,1.007214115644459440e+01
8.290250185601804489e+00,1.077384031565753553e+01
8.630239715993166527e+00,1.228146865098708140e+01
8.923219041516199823e+00,9.907313287472982566e+00
8.109726428197719272e+00,1.183704868061196080e+01
1.043416722357062909e+01,9.132060094359678359e+00
9.595614014664702651e+00,9.413962096300338089e+00
9.409672685357088895e+00,1.047311384276572888e+01
1.106333350044371144e+01,8.062864782366498062e+00
1.057877681224872113e+01,8.613426862021816177e+00
1.056973702328758513e+01,9.617719418403865461e+00
1.016172072650800118e+01,9.651357967600082688e+00
1.099229134247370432e+01,9.694557063515263806e+00
1.123495275443725028e+01,1.075505275800068183e+01
1.075340864831314747e+01,9.205578846783929237e+00
8.300886053492821048e+00,1.055301812016907448e+01
1.026571640525003204e+01,8.618624443847892280e+00
9.965923729844110568e+00,9.740987330912073361e+00
1.037409375247215415e+01,1.074393705179131686e+01
1.080879645088731600e+01,8.805742647231268094e+00
8.398437800490853533e+00,9.090093100451683839e+00
1.022816498458183432e+01,9.316053113937909913e+00
1.066600087185039847e+01,9.617930047604408728e+00
8.780576806624130981e+00,1.068084582494981305e+01
7.747235551623044891e+00,1.155012066318354336e+01
1.016109486534043782e+01,1.005613335134968089e+01
1.154966442380224478e+01,8.908227550056775357e+00
1.005996179688439973e+01,1.009640972493202504e+01
9.124198061565065743e+00,1.092146783867668525e+01
8.372124239170592119e+00,1.029008670986009655e+01
1.084712174529672524e+01,1.040775809489803905e+01
9.459333034047128663e+00,9.319824710539066359e+00
1.062239142878878795e+01,8.620268719652916189e+00
1.138423855157143905e+01,9.111109955847139119e+00
1.202722545461057102e+01,7.151396243132884578e+00
1.051771739375796422e+01,8.109039933281179557e+00
9.875779546430548450e+00,8.889287076098426610e+00
9.191648732150021317e+00,1.001887212793677406e+01
1.089706823860026930e+01,9.940568681835530995e+00
9.826947180324815179e+00,1.029930829526613856e+01
9.460222939916915763e+00,9.415434839732235162e+00
1.079812602150818002e+01,1.132046541413111918e+01
9.726041383315518374e+00,9.270570672998744044e+00
1.035345263696325269e+01,7.724552459430609197e+00
1.002716354213129435e+01,9.432472126511603605e+00
9.054889038773918486e+00,1.086517572409026755e+01
9.738909364394521262e+00,1.088447904692740842e+01
8.807589958584024714e+00,1.088362922761829310e+01
9.385332982405380164e+00,1.106571323100798665e+01
1.040775999877041968e+01,8.567097964564371892e+00
9.478937455664899758e+00,1.020573026475279832e+01
1.204296439958728016e+01,8.213825435432234201e+00
9.873464917137756203e+00,1.032471499723873798e+01
8.479437244008174446e+00,1.112229050239877992e+01
1.164763181343920628e+01,8.986517251340773171e+00
1.016618862366590648e+01,1.043448815370200933e+01
9.514216528377971827e+00,1.063534787676910476e+01
1.044472546402632140e+01,9.489772123760770839e+00
9.908775515047004490e+00,9.634909305791875767e+00
9.804247381304351805e+00,1.007595785116470211e+01
9.412698282845068931e+00,9.497123133953389029e+00
9.674101788593715057e+00,9.179366335613288186e+00
1.160508575117479069e+01,9.771712590714853874e+00
1.112341717550079245e+01,9.362182594887931586e+00
1.140667206096687458e+01,8.489764435246254237e+00
9.489257150656047912e+00,1.129559858394826577e+01
1.103901913814922686e+01,9.754722110072370000e+00
9.838858451795939430e+00,9.193815458592458967e+00
1.004188464529380731e+01,7.950140162088881191e+00
9.981231469398332834e+00,1.079442275226680614e+01
8.377193976844829137e+00,1.127156604385892180e+01
1.000435531703127978e+01,9.436762789487231018e+00
9.807924061556271056e+00,1.034879152587591555e+01
1.154196422113505704e+01,8.935181427388783959e+00
9.632527843617824104e+00,1.062154161252070494e+01
9.250475646694672704e+00,8.832637759351122497e+00
9.858961105325247942e+00,1.003423613340991061e+01
1.043743751776124107e+01,9.630329745439613731e+00
1.023026307784678579e+01,9.841475227822895633e+00
9.866189152271905627e+00,9.663952193203012797e+00
1.034137303844816458e+01,8.420167569377014161e+00
9.685865853591002050e+00,1.027716661526720365e+01
9.865830045936688109e+00,1.057070491286626712e+01
1.106946068071413869e+01,1.084619190820411028e+01
1.046883096291958637e+01,9.598862645729528964e+00
1.026001195586383830e+01,9.380944220851185733e+00
1.123531625578804771e+01,9.444728942200010025e+00
1.078679418020402103e+01,9.868802810757632216e+00
9.067805100284660469e+00,1.091092998100478084e+01
1.061510429520729204e+01,9.694657928509116118e+00
9.835084163223896780e+00,1.081436187226069556e+01
1.190223590219733296e+01,9.602784025353246378e+00
1.007096525496317696e+01,8.548819070255657238e+00
9.294842907636006402e+00,1.036060831528671500e+01
1.001286698798310759e+01,1.020241094703616014e+01
8.584812395344187053e+00,1.156460986338368002e+01
9.423573751382834374e+00,1.023710413108458184e+01
1.104148366577118878e+01,9.820542183465835961e+00
1.027857829267644618e+01,1.129676379223548643e+01
1.085324815839697088e+01,9.518032674237963064e+00
8.497571265372029004e+00,9.833796068693041903e+00
1.134954608348838256e+01,9.142621665526331043e+00
9.479889816498603849e+00,9.881417701462959613e+00
8.763371792545765260e+00,1.034115297154401603e+01
1.129006364498917492e+01,8.794919226855927974e+00
1.035868835711605307e+01,1.058761030712774875e+01
1.022257068522361401e+01,1.061094400295097095e+01
1.127125458130468161e+01,9.592915966996642396e+00
1.141838180066399921e+01,9.609457128158457095e+00
1.016637390728861234e+01,9.825458305129370018e+00
1.029423113384011579e+01,9.576955124076606651e+00
9.545624286658163982e+00,8.992962071029769078e+00
1.040477393625110025e+01,8.969924515191880943e+00
1.003196388012121432e+01,1.049405081282193208e+01
1.045883473073019054e+01,9.925203054768523714e+00
9.454971741232947480e+00,1.023559263345907411e+01
1.212552677945935287e+01,7.909353678324970716e+00
8.470654967175637040e+00,1.098908861140450810e+01
9.004864562412906892e+00,1.028684549900392042e+01
1.162515848587397649e+01,1.048594005089442227e+01
9.591994657394808499e+00,9.465612215508253158e+00
9.163831602547082511e+00,1.114704477288595186e+01
8.713105222516551507e+00,9.392300889837676081e+00
1.033064461277532509e+01,9.739129101613976047e+00
9.631703706499328277e+00,9.353957117365238716e+00
1.100771996089027738e+01,1.043297744098827806e+01
1.065916389539094666e+01,9.983286729043072683e+00
8.618318335748716308e+00,1.123934807601188623e+01
1.070849499975829033e+01,1.046701254306807805e+01
9.316512271197465722e+00,1.136689498937493070e+01
1.131809986525699152e+01,9.213461374529494208e+00
9.913446167733964032e+00,1.033854163635587220e+01
8.010203247670556692e+00,1.103169658412111254e+01
7.579817639512223870e+00,1.074023697790343412e+01
1.099468195043969843e+01,9.064469076445934803e+00
1.050862138688111358e+01,9.961810738278277455e+00
8.795312652331642056e+00,1.014006374367658836e+01
1.026386790880701660e+01,9.947579950312617214e+00
1.105038896762944489e+01,8.742041107344691753e+00
1.018941342023296315e+01,1.017585282107389233e+01
1.091269713895435522e+01,1.021982834817794839e+01
9.979893118013590581e+00,9.809084688740885127e+00
1.090369390194930688e+01,8.166641874128345080e+00
9.801314382892702071e+00,8.765714953774885743e+00
9.957325597697305852e+00,9.148529632436536829e+00
1.332082547240751325e+01,7.574454111122558508e+00
9.151892767434743448e+00,1.122971183420646213e+01
9.903183699298104159e+00,1.005936768111489599e+01
1.198711318990517682e+01,7.945937225920765457e+00
1.077268986140430407e+01,8.255831066509568217e+00
1.125329300034370306e+01,8.832599086603964977e+00
7.461975343271392447e+00,1.205310489208901714e+01
9.040809846944195982e+00,1.141389131807418167e+01
9.231022796462346136e+00,1.196515727404961282e+01
1.214746256555339698e+01,8.961918751226699342e+00
8.949404099907075860e+00,9.898875404282883039e+00
8.931182303181362414e+00,9.640830186261586832e+00
1.040945266843758255e+01,1.074874985487834600e+01
9.189145629524261949e+00,9.603717067494608628e+00
1.043174143213649963e+01,9.916404013227227310e+00
9.391593164876447020e+00,1.080890753152975137e+01
1.003948454152872216e+01,9.406351437902781498e+00
1.040008270924811207e+01,1.123441996523000874e+01
9.070363757927012216e+00,1.028636968892160830e+01
8.876458507879481985e+00,1.102612817378277477e+01
8.668382631258342741e+00,1.125699770582720660e+01
8.897733415349232899e+00,1.079177709599152735e+01
1.084628955257205796e+01,1.059518632349233869e+01
1.122313004258031022e+01,9.017077384129798645e+00
1.064013616458744416e+01,9.650286091819028300e+00
1.105317326900640751e+01,1.126438380588867005e+01
9.088078091293604999e+00,9.698821648662960371e+00
1.070942665145128814e+01,1.000736172481956388e+01
1.062629953122349846e+01,1.009127872595642472e+01
9.298083687139696352e+00,1.167683636433664773e+01
1.067216879726435153e+01,8.756641323431624713e+00
9.034867127991338620e+00,9.185336042937437995e+00
9.248766794014466441e+00,1.048828529352830863e+01
1.032773501392186866e+01,1.002615586413151583e+01
1.126456145080382143e+01,1.024739239910022093e+01
8.689749513673557857e+00,9.997294380159324589e+00
9.685157880470198322e+00,9.780035123729483360e+00
9.676418986281403178e+00,1.107312915831612266e+01
8.569660832366141179e+00,1.095874455410622872e+01
1.035783149019963822e+01,9.880985752239295650e+00
9.373108571446760351e+00,9.980235148628025854e+00
9.344368435834640607e+00,1.058250372472181766e+01
1.092673151725896119e+01,6.662036910948335056e+00
1.162646045754808810e+01,9.901429717275920694e+00
9.377842464714536419e+00,1.095748949292919860e+01
1.029584175342578334e+01,9.593275884051257307e+00
9.326227842773825216e+00,1.029645407546179570e+01
9.633418269033324322e+00,1.187595468951259292e+01
8.748477741248461115e+00,1.065950353739473755e+01
1.008598912502270473e+01,9.854239995270857477e+00
9.040784824008838427e+00,9.548383748998597653e+00
8.468642643877348775e+00,1.064108077712566924e+01
9.881275616655535998e+00,1.017747976356847417e+01
1.076163138987961787e+01,1.040195440541225302e+01
1.013263651536195553e+01,1.077213740589586166e+01
8.999039401437128660e+00,1.031940311956944889e+01
9.399047276763811354e+00,1.178550751431035692e+01
1.072526133438186235e+01,9.024277846469535902e+00
1.043803943081001329e+01,9.884353076007677430e+00
1.075680069922447402e+01,1.156724804621866198e+01
1.056250424160486290e+01,9.135376273939844083e+00
9.524997290962737395e+00,1.166569688181322029e+01
1.105704002364976191e+01,9.758181999637001169e+00
1.063587873477022150e+01,1.000734967932801744e+01
